,School Name,Full Address,Street Address,Street Number,Street,City,County,State,Zip (5-digit),Zip (full),Country,School Type,Website,Description,Latitude,Longitude,Preschool,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,University/College
781,Cascade Christian Academy,"600 N Western Ave, Wenatchee, WA, 98801-1204, USA",600 N Western Ave,600,N Western Ave,Wenatchee,Chelan County,WA,98801,98801-1204,USA,PK-12,https://www.adventisteducation.org/schools/ANIICA,,47.430821,-120.347729,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
782,Cascade Christian Childcare &amp; Preschool,"1906 Academy St, Wenatchee, WA, 98801-1291, USA",1906 Academy St,1906,Academy St,Wenatchee,Chelan County,WA,98801,98801-1291,USA,ECP,https://www.adventisteducation.org/schools/ANII2C,,47.431917,-120.349469,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
783,Cedarbrook Adventist Christian School,"461 Kennedy Rd, Port Hadlock, WA, 98339-9719, USA",461 Kennedy Rd,461,Kennedy Rd,Port Hadlock,Jefferson County,WA,98339,98339-9719,USA,PK-08,https://www.adventisteducation.org/schools/ANIM42,"Cedarbrook Adventist Christian School exists to provide a Christian atmosphere and curriculum which promotes love and respect for God, others, and for oneself.",48.0347,-122.792992,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
784,Columbia Adventist Academy,"11100 NE 189th St, Battle Ground, WA, 98604-6112, USA",11100 NE 189th St,11100,NE 189th St,Battle Ground,Clark County,WA,98604,98604-6112,USA,09-12,https://www.adventisteducation.org/schools/ANIF1Q,,45.759303,-122.558611,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False
785,Colville Valley Junior Academy,"139 E Cedar Loop, Colville, WA, 99114-9237, USA",139 E Cedar Loop,139,E Cedar Loop Rd,Colville,Stevens County,WA,99114,99114-9237,USA,PK-08,https://www.adventisteducation.org/schools/ANII27,,48.531834,-117.894765,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
786,Crestview Christian School,"1601 W Valley Rd, Moses Lake, WA, 98837-1466, USA",1601 W Valley Rd,1601,W Valley Rd,Moses Lake,Grant County,WA,98837,98837-1466,USA,PK-08,https://www.adventisteducation.org/schools/ANII63,,47.137926,-119.307166,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
787,Cypress Adventist School,"21500 Cypress Way, Lynnwood, WA, 98036-7939, USA",21500 Cypress Way,21500,Cypress Way,Lynnwood,Snohomish County,WA,98036,98036-7939,USA,PK-08,https://www.adventisteducation.org/schools/ANIM24,"Quality Christian Education in a loving, close-knit community with affordable tuition. True education develops the spiritual, mental, and physical powers of each student.",47.803051,-122.258344,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
788,Enumclaw Adventist Christian School,"3333 Griffin Ave, Enumclaw, WA, 98022-8321, USA",3333 Griffin Ave,3333,Griffin Ave,Enumclaw,King County,WA,98022,98022-8321,USA,PK-08,https://www.adventisteducation.org/schools/ANIM30,,47.207171,-122.012914,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
789,Forest Park Adventist Christian School,"4120 Federal Ave, Everett, WA, 98203-2117, USA",4120 Federal Ave,4120,Federal Ave,Everett,Snohomish County,WA,98203,98203-2117,USA,PK-08,https://www.adventisteducation.org/schools/ANIM33,"Forest Park Adventist Christian School is committed to providing quality education in a Christ-filled environment. We follow Jesus' example by nurturing each child's growth as a whole person: academically, physically, spiritually, and socially.",47.96308,-122.219083,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
790,Goldendale Adventist School,"47 Bickleton Hwy, Goldendale, WA, 98620, USA",47 Bickleton Hwy,47,Bickleton Hwy,Goldendale,Klickitat County,WA,98620,98620,USA,PK-08,https://www.adventisteducation.org/schools/ANII42,"Kindergarten through 8th grades, We are growing to meet the needs of the educating system with a Christ centered school.",45.824662,-120.794062,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
791,Grays Harbor Adventist Christian School,"1216 State Route 12, Montesano, WA, 98563, USA",1216 State Route 12,1216,US-12,Montesano,Grays Harbor County,WA,98563,98563,USA,PK-08,https://www.adventisteducation.org/schools/ANIM39,"The Grays Harbor Adventist Christian School family exists to show children Jesus, nurture their love for Him and others, teach them to think, and empower them to serve.",46.975068,-123.659071,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
792,Journey Christian School,"96 Garden St, Kelso, WA, 98626-1969, USA",96 Garden St,96,Garden St,Kelso,Cowlitz County,WA,98626,98626-1969,USA,PK-08,https://www.adventisteducation.org/schools/ANIF57,,46.193664,-122.918364,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
793,Kirkland Seventh-day Adventist School,"5320 108th Ave NE, Kirkland, WA, 98033-7517, USA",5320 108th Ave NE,5320,108th Ave NE,Kirkland,King County,WA,98033,98033-7517,USA,PK-08,https://www.adventisteducation.org/schools/ANIM45,"Kirkland Seventh-day Adventist School is an elementary school located in Kirkland, Washington. It is our purpose to teach our students to grow every day in our love for God, to instill a passion for learning, and to create a life of impact.",47.656323,-122.195639,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
794,Kitsap Adventist  Christian School,"5088 NW Taylor Rd, Bremerton, WA, 98312-8803, USA",5088 NW Taylor Rd,5088,NW Taylor Rd,Bremerton,Kitsap County,WA,98312,98312-8803,USA,PK-08,https://www.adventisteducation.org/schools/ANIM48,"Kitsap Adventist Christian School partners with families to provide students a Bible-based education with academic excellence, thereby equipping students to serve and influence our world for God.",47.586663,-122.717823,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
795,Lewis County Adventist Preschool,"2102 S Scheuber Rd, Chehalis, WA, 98532-9635, USA",2102 S Scheuber Rd,2102,S Scheuber Rd,Chehalis,Lewis County,WA,98532,98532-9635,USA,ECP,https://www.adventisteducation.org/schools/ANIML1,,46.661832,-123.01303,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
796,Lewis County Adventist School,"2102 S Scheuber Rd, Chehalis, WA, 98532-9635, USA",2102 S Scheuber Rd,2102,S Scheuber Rd,Chehalis,Lewis County,WA,98532,98532-9635,USA,PK-10,https://www.adventisteducation.org/schools/ANIM51,,46.661832,-123.01303,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False
797,Meadow Glade Adventist Elementary,"18717 NE 109th Ave, Battle Ground, WA, 98604-6115, USA",18717 NE 109th Ave,18717,NE 109th Ave,Battle Ground,Clark County,WA,98604,98604-6115,USA,PK-08,https://www.adventisteducation.org/schools/ANIF78,"Meadow Glade Adventist Elementary, we inspire all God's children to walk with Jesus and quip them with skills they need for this life and eternity.",45.757829,-122.559728,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
798,Northwest Christian School,"904 Shaw Rd, Puyallup, WA, 98372-5211, USA",904 Shaw Rd,904,Shaw Rd,Puyallup,Pierce County,WA,98372,98372-5211,USA,PK-08,https://www.adventisteducation.org/schools/ANIM57,"A member of the worldwide system of Seventh-day Adventist education, Northwest Christian School has been offering premium Christian education for over sixty years. Serving the children of Puyallup, Sumner, Tacoma, and beyond.",47.182848,-122.257265,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
799,Olympia Christian School,"1215 Ethel St, Olympia, WA, 98502-4463, USA",1215 Ethel St,1215,Ethel St NW,Olympia,Thurston County,WA,98502,98502-4463,USA,PK-08,https://www.adventisteducation.org/schools/ANIM66,The Olympia Christian School family exists to prepare our students through quality Christian education to serve God and our community.,47.056059,-122.938708,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
800,Omak Adventist Christian School,"425 W 2nd St, Omak, WA, 98841, USA",425 W 2nd St,425,W 2nd Ave,Omak,Okanogan County,WA,98841,98841,USA,PK-08,https://www.adventisteducation.org/schools/ANII21,"Omak Adventist Christian School exists to promote academic excellence, spiritual growth, and physical fitness so its students can serve God and others.",48.408055,-119.535248,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
801,Orcas Christian School,"107 Enchanted Forest Rd, Eastsound, WA, 98245-8905, USA",107 Enchanted Forest Rd,107,Enchanted Forest Rd,Eastsound,San Juan County,WA,98245,98245-8905,USA,PK-12,https://www.adventisteducation.org/schools/ANIMOS,,48.6983,-122.908083,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
802,Palisades Christian Academy,"1115 N Government Way, Spokane, WA, 99224-5247, USA",1115 N Government Way,1115,N Government Way,Spokane,Spokane County,WA,99224,99224-5247,USA,PK-10,https://www.adventisteducation.org/schools/ANII96,,47.666241,-117.471398,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False
803,Palisades Christian Learning Center,"1115 N Government Way, Spokane, WA, 99224-5247, USA",1115 N Government Way,1115,N Government Way,Spokane,Spokane County,WA,99224,99224-5247,USA,ECP,https://www.adventisteducation.org/schools/ANII2A,,47.666241,-117.471398,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
804,Peaceful Valley Christian School,"32084D Highway 97, Tonasket, WA, 98855-9206, USA",32084D Highway 97,32084,Highway 97,Tonasket,Okanogan County,WA,98855,98855-9206,USA,PK-08,https://www.adventisteducation.org/schools/ANII30,,48.785143,-119.398892,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
805,Peninsula Adventist Elementary School,"255 Medsker Rd, Sequim, WA, 98382-8516, USA",255 Medsker Rd,255,Medsker Rd,Sequim,Clallam County,WA,98382,98382-8516,USA,PK-08,https://www.adventisteducation.org/schools/ANIM72,,48.102346,-123.096369,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
806,Poulsbo Adventist School,"1700 NE Lincoln Rd, Poulsbo, WA, 98370-8549, USA",1700 NE Lincoln Rd,1700,NE Lincoln Rd,Poulsbo,Kitsap County,WA,98370,98370-8549,USA,PK-08,https://www.adventisteducation.org/schools/ANIM69,,47.739119,-122.627557,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
807,Puget Sound Adventist Academy,"5320 108th Ave NE, Kirkland, WA, 98033-7517, USA",5320 108th Ave NE,5320,108th Ave NE,Kirkland,King County,WA,98033,98033-7517,USA,09-12,https://www.adventisteducation.org/schools/ANIMPU,"Puget Sound Adventist Academy cultivates students to impact the world around them by sharing God's love through inspired leadership, academic excellence, and Christianity in action.",47.656323,-122.195639,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False
808,Riverside Adventist Christian School,"463 N Shepherd Rd, Washougal, WA, 98671-8318, USA",463 N Shepherd Rd,463,N Shepherd Rd,Washougal,Clark County,WA,98671,98671-8318,USA,PK-08,https://www.adventisteducation.org/schools/ANIF96,,45.590293,-122.368798,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
809,Riverside Preschool,"PO Box 367, Washougal, WA, 98671-0367, USA",PO Box 367,367,PO Box,Washougal,Clark County,WA,98671,98671-0367,USA,ECP,https://www.adventisteducation.org/schools/ANIF23,,45.611697,-122.315559,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
810,Shelton Valley Christian School,"201 W Shelton Valley Rd, Shelton, WA, 98584-8722, USA",201 W Shelton Valley Rd,201,W Shelton Valley Rd,Shelton,Mason County,WA,98584,98584-8722,USA,PK-08,https://www.adventisteducation.org/schools/ANIM75,,47.202154,-123.136642,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
811,Skagit Adventist Academy,"530 N Section St, Burlington, WA, 98233-1568, USA",530 N Section St,530,N Section St,Burlington,Skagit County,WA,98233,98233-1568,USA,PK-12,https://www.adventisteducation.org/schools/ANIM60,"Skagit Adventist Academy, a private Christian school, is located in Burlington, WA, and dedicated to whole-person education.",48.479212,-122.313678,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
812,Sky Valley Adventist School,"200 Academy Way, Monroe, WA, 98272-2000, USA",200 Academy Way,200,Academy Way,Monroe,Snohomish County,WA,98272,98272-2000,USA,PK-08,https://www.adventisteducation.org/schools/ANIM78,,47.849538,-121.98722,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
813,Small World Learning Center,"1120 Road 40, Pasco, WA, 99301-2749, USA",1120 Road 40,1120,Rd 40,Pasco,Franklin County,WA,99301,99301-2749,USA,ECP,https://www.adventisteducation.org/schools/ANII25,,46.238612,-119.144384,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
814,Spokane Valley Adventist School,"1603 S Sullivan Rd, Spokane Valley, WA, 99037-9012, USA",1603 S Sullivan Rd,1603,S Sullivan Rd,Spokane Valley,Spokane County,WA,99037,99037-9012,USA,PK-08,https://www.adventisteducation.org/schools/ANII99,,47.641315,-117.195947,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
815,Tri-City Adventist School,"4115 W Henry St, Pasco, WA, 99301-2907, USA",4115 W Henry St,4115,W Henry St,Pasco,Franklin County,WA,99301,99301-2907,USA,PK-10,https://www.adventisteducation.org/schools/ANIIA6,Tri-City Seventh-day Adventist School exists to help children grow big hearts and strong minds for Jesus.,46.238131,-119.145952,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False
816,Upper Columbia Academy,"3025 E Spangle Waverly Rd, Spangle, WA, 99031-9703, USA",3025 E Spangle Waverly Rd,3025,E Spangle Waverly Rd,Spangle,Spokane County,WA,99031,99031-9703,USA,09-12,https://www.adventisteducation.org/schools/ANII3C,,47.413985,-117.367573,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False
817,Upper Columbia Academy Elementary School,"2810 E Spangle Waverly Rd, Spangle, WA, 99031-9747, USA",2810 E Spangle Waverly Rd,2810,E Spangle Waverly Rd,Spangle,Spokane County,WA,99031,99031-9747,USA,PK-08,https://www.adventisteducation.org/schools/ANII90,"UCA Elementary is a rural Seventh-day Adventist Christian grade school serving grades 1-8 whose purpose is to teach and model excellence in individualized learning, create life-long disciples of Christ through service, and find joy in devotion to God.",47.410741,-117.369124,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
818,Walla Walla University,"204 S College Ave, College Place, WA, 99324-1139, USA",204 S College Ave,204,S College Ave,College Place,Walla Walla County,WA,99324,99324-1139,USA,University,https://www.adventisteducation.org/schools/ANI1WA,,46.04754,-118.389559,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
819,Walla Walla Valley Adventist Schools,"300 SW Academy Way, College Place, WA, 99324-1284, USA",300 SW Academy Way,300,SW Academy Way,College Place,Walla Walla County,WA,99324,99324-1284,USA,PK-12,https://www.adventisteducation.org/schools/ANII2K,,46.046604,-118.400055,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
